Dia;Mes;Ano;Cota;Precip1;Precip2;Precip3
20;10;2002;159.5;0;0;0
21;10;2002;157;3.117725849;3.705677748;11.64731598
22;10;2002;158.5;8.989761353;0.6509974;0
23;10;2002;123.5;16.02855301;6.384782791;3.028302193
24;10;2002;133;0;0;0.291182876
25;10;2002;140;0;0;0
26;10;2002;125.5;0;0;0
27;10;2002;156;6.943156242;0.450690567;1.572387815
28;10;2002;159;0;0;0
29;10;2002;157.5;0;1.026572943;0.504717052
30;10;2002;150.5;0.439924479;8.913657188;3.668904781
31;10;2002;161.5;0.784213305;1.226879835;0.679426789
1;11;2002;150.5;10.53906155;14.37202072;15.14151192
2;11;2002;141.5;38.25430298;1.552378535;7.726053238
3;11;2002;132;0;0;0
4;11;2002;152.5;6.416474342;1.582063079;5.034446716
5;11;2002;159.5;7.199706078;11.17991257;5.449659348
6;11;2002;129;26.75037193;15.18780708;15.02548885
7;11;2002;122;2.620813608;9.123230934;6.228181839
8;11;2002;116.5;0;2.083049774;0
9;11;2002;116;0.060248584;3.691480637;1.608946919
10;11;2002;126;0;0;0
11;11;2002;129;0.481988668;2.373094559;0
12;11;2002;148;0;0.448251247;40.89839554
13;11;2002;165;10.1820116;31.16664505;24.8348732
14;11;2002;167.5;10.96524239;4.587983131;4.904693604
15;11;2002;142;6.777965546;2.003946781;5.345855713
16;11;2002;124.5;11.83884621;2.92681694;0.75257194
17;11;2002;123.5;0;0;0
18;11;2002;120.5;0;0;0
19;11;2002;115.5;0;1.819372773;0
20;11;2002;115.5;0;0;0
21;11;2002;117.5;0;0;0
22;11;2002;114;0.994101644;8.200360298;0
23;11;2002;117.5;0;5.932736874;0.233556807
24;11;2002;118.5;0;0;0.077852271
25;11;2002;172;6.416474342;14.89776134;14.89573479
26;11;2002;137.5;0;0;0
27;11;2002;127.5;11.29660988;1.318386078;2.050109863
28;11;2002;121;3.82578516;0.817399383;0.804473519
29;11;2002;121;4.850011349;0.922870159;0
30;11;2002;130;1.144723177;5.009866714;9.601779938
1;12;2002;130;3.404044628;7.040180683;9.134667397
2;12;2002;130;0;0;0.467113614
3;12;2002;152.5;0;21.32242203;3.438880205
4;12;2002;128.5;9.80298233;9.471004486;33.32323074
5;12;2002;121.5;1.800547838;7.799650669;0
6;12;2002;120;12.87058353;11.14235783;3.874794483
7;12;2002;118;2.06729579;1.316824079;0
8;12;2002;115.5;0;0;0
9;12;2002;113;2.06729579;0;0
10;12;2002;112.5;0;0;0
11;12;2002;128;2.06729579;5.317943573;1.162438393
12;12;2002;228.5;0.666869581;2.532354116;4.698188305
13;12;2002;181.5;42.6796608;42.44225311;65.77463531
14;12;2002;163;34.54384613;26.0326004;9.444810867
15;12;2002;177;18.33891296;8.964532852;15.16013336
16;12;2002;220.5;0;7.74900341;5.473147392
17;12;2002;303.5;5.801765442;33.98419189;11.62438393
18;12;2002;265.5;2.73416543;3.393354416;3.099835634
19;12;2002;178.5;1.200365305;3.140119314;0
20;12;2002;162.5;0;0;0
21;12;2002;165.5;4.267965317;0.709059179;1.259308219
22;12;2002;185.5;0.866930485;5.723120689;10.02603149
23;12;2002;157;0;0;3.002965927
24;12;2002;139.5;0;0;0
25;12;2002;131;0;0;0
26;12;2002;126;1.867234945;0;0
27;12;2002;124.5;1.133678436;1.063588619;5.909061909
28;12;2002;139.5;3.200974226;0.506470799;0
29;12;2002;141;5.668391228;5.875061512;0.581219196
30;12;2002;148.5;0;0.709059119;2.906095743
31;12;2002;161;0;0;0
1;1;2003;227;0;0.810353279;0
2;1;2003;268;11.20340919;9.065828323;19.13179779
3;1;2003;210;6.527393341;9.986051559;5.303371906
4;1;2003;237;2.993766785;0.922406316;0
5;1;2003;240;17.37366295;9.344377518;19.78157806
6;1;2003;265;3.435470104;12.15170097;8.80359745
7;1;2003;196.5;3.042844772;8.141239166;4.560899734
8;1;2003;180;2.355750799;1.564080238;7.795956612
9;1;2003;248.5;0;0;0
10;1;2003;316.5;7.312643051;13.63557243;26.51685905
11;1;2003;350.5;2.061282158;0.962510943;0
12;1;2003;229;1.963125706;0;0
13;1;2003;185.5;0;0.481255472;0
14;1;2003;177.5;12.41677094;3.368788242;0
15;1;2003;168.5;10.94442558;20.09241486;5.992810249
16;1;2003;161.5;10.30640984;11.6704464;0.795505762
17;1;2003;158;49.61800385;82.65563202;5.886742592
18;1;2003;191;8.245127678;7.619878292;3.075955391
19;1;2003;360;1.570500612;0.080209248;1.0076406
20;1;2003;303.5;38.77173615;16.24237251;54.20045853
21;1;2003;286.5;17.76628876;15.48038578;16.22831726
22;1;2003;244;19.63125801;10.38709736;8.962697983
23;1;2003;245;0;1.925022006;0
24;1;2003;244.5;3.877173185;29.91804886;8.644496918
25;1;2003;300.5;6.772783279;15.19965267;28.74427605
26;1;2003;349.5;11.58244228;22.97994995;22.53933334
27;1;2003;354.5;35.1399498;58.07149506;35.32045746
28;1;2003;385;10.35548782;4.932868958;1.484944105
29;1;2003;328.5;45.98622131;14.39756012;28.69124031
30;1;2003;323;16.29394341;10.58762074;26.72899437
31;1;2003;308;3.141001225;14.43766403;6.311012268
1;2;2003;292;2.159438372;0;11.34921551
2;2;2003;464.5;0;4.491718292;4.454832077
3;2;2003;391;4.453322411;21.56667328;23.22311974
4;2;2003;386.5;18.71599197;14.56897545;42.05815125
5;2;2003;378;6.078184128;8.316934586;8.371124268
6;2;2003;358;10.65186501;9.119949341;2.160290241
7;2;2003;323;11.8554678;14.91312504;8.236105919
8;2;2003;300.5;1.985941172;22.82855225;17.41733932
9;2;2003;295;8.064124107;4.703370094;14.58195686
10;2;2003;258.5;4.513502598;0;0.81010884
11;2;2003;242.5;0;0;0
12;2;2003;238;0;0;0
13;2;2003;224;3.791342258;37.340168;22.48051834
14;2;2003;214.5;31.41397858;9.005233765;8.033578873
15;2;2003;277;0;2.409043312;0
16;2;2003;256;24.97471428;13.59388733;19.51012039
17;2;2003;218.5;10.1102457;11.47163486;0
18;2;2003;220;1.323960781;0.401507258;2.767871857
19;2;2003;235;0;0;6.95343399
20;2;2003;267.5;43.02872086;17.37952614;17.55235863
21;2;2003;418;5.11530304;3.556206942;4.050544262
22;2;2003;344;46.03772736;21.33724022;43.81338501
23;2;2003;362.5;2.828461647;15.83085537;8.371125221
24;2;2003;340.5;4.332962513;4.875444412;15.32455826
25;2;2003;303;16.00788879;0;1.417690396
26;2;2003;341;10.35096645;7.055055618;10.93646908
27;2;2003;293.5;0;3.039983034;0
28;2;2003;284;41.76494598;29.31002426;31.25669861
1;3;2003;292.5;1.203600645;13.76596069;6.95343399
2;3;2003;336;3.370082378;0;5.063180447
3;3;2003;380;48.43985748;0.472705454;36.78585434
4;3;2003;373.5;0;0;0
5;3;2003;346.5;56.06779861;30.96220779;84.82200623
6;3;2003;285;11.85488987;7.846910477;14.70387554
7;3;2003;251;0.923126698;0;0
8;3;2003;238;0;0;0
9;3;2003;252;0;2.032633305;4.866407394
10;3;2003;378.5;0;0;2.668674946
11;3;2003;389.5;24.09846306;19.3336525;37.57075882
12;3;2003;411;25.75037384;0;1.255847096
13;3;2003;342.5;25.84754562;20.75177002;44.53024292
14;3;2003;398;4.129776955;0;0
15;3;2003;406.5;10.25156403;0;14.02362442
16;3;2003;382;0;0;0
17;3;2003;344.5;0.971712232;65.80059814;4.290811062
18;3;2003;383.5;14.08982849;27.70053864;12.40148926
19;3;2003;450;9.717123032;11.53401375;17.26789856
20;3;2003;445.5;6.996327877;2.363527298;9.157217979
21;3;2003;378.5;10.98034763;19.05002975;8.424640656
22;3;2003;449.5;0;0;0
23;3;2003;387;14.57568359;6.19244194;20.35518837
24;3;2003;481;0;6.948770523;2.721002102
25;3;2003;501;0;3.356208801;7.482755184
26;3;2003;441.5;32.6981163;79.08362579;35.16371536
27;3;2003;396;20.84322739;12.33761215;9.314200401
28;3;2003;455;37.07082367;21.3190155;33.5415802
29;3;2003;456;6.024615765;18.86094856;18.15745544
30;3;2003;406;36.48779297;7.799639702;2.302386284
31;3;2003;384;17.19930649;25.90425873;12.08752823
1;4;2003;331.5;0;0;5.598984718
2;4;2003;302.5;12.14640331;1.370845795;6.122253895
3;4;2003;359;5.141963005;6.663098335;1.117044091
4;4;2003;402.5;1.56032002;0;0
5;4;2003;351;15.74504566;18.03685188;31.61573219
6;4;2003;455;0;0;0
7;4;2003;442;22.34094429;18.59469223;12.7613821
8;4;2003;337.5;6.241280079;16.02242661;18.48200226
9;4;2003;325.5;0;0;0
10;4;2003;322.5;0;0;0
11;4;2003;365;17.0216713;11.90060234;17.19570923
12;4;2003;337;14.6811924;13.23322296;5.077473164
13;4;2003;346.5;1.063854456;0;3.791180134
14;4;2003;309;0;0;0
15;4;2003;293.5;0;0;0
16;4;2003;274;0;0;0
17;4;2003;286;0;3.285062313;0.744696081
18;4;2003;254;0;0;0
19;4;2003;245.5;0;0;0
20;4;2003;317;0;0.030991154;0
21;4;2003;272;7.588828087;2.758212805;2.40333724
22;4;2003;349.5;16.87982559;47.66439819;25.7258625
23;4;2003;327;16.34789848;7.716797352;8.360905647
24;4;2003;304.5;0.957469046;0.309911549;0.067699641
25;4;2003;286;0;0;0
26;4;2003;273;0;0;0
27;4;2003;272.5;0;0;0
28;4;2003;188.5;0;0;0
29;4;2003;221;0;0;0
30;4;2003;206.5;0;0;0
1;5;2003;216;0;0;0
2;5;2003;198;0;0;0
3;5;2003;191;0;0;0
4;5;2003;185.5;0;0;0
5;5;2003;179.5;0;0;0
6;5;2003;180.5;0;0;0
7;5;2003;188.5;2.563550472;0.910736918;2.473031998
8;5;2003;170.5;0.099878579;0.738435268;0.0321173
9;5;2003;164.5;0;0;0
10;5;2003;155;0;0;0
11;5;2003;158;0;0.12307255;0
12;5;2003;117;0;0.049229018;0
13;5;2003;148.5;0;0;0
14;5;2003;154;0;0;0
15;5;2003;156;0;0;0
16;5;2003;155.5;0;0;0
17;5;2003;154;0;0;0
18;5;2003;153.5;0;0;0
19;5;2003;153;0;0;0
20;5;2003;152.5;0;0;0
21;5;2003;151;0;0;0
22;5;2003;150;0;0.024614509;0
23;5;2003;151.5;0;0;0
24;5;2003;153.5;0;0;0
25;5;2003;163.5;28.56527328;29.9312439;34.84726715
26;5;2003;181;14.08288097;18.01782227;5.299354553
27;5;2003;173;0;0;0
28;5;2003;162;0;0;0
29;5;2003;160.5;0;0.098458037;0
30;5;2003;152.5;0;0;0.160586491
31;5;2003;151;0;0;0
1;6;2003;145.5;0;0;0
2;6;2003;142.5;0;0;0
3;6;2003;135.5;0;0;0
4;6;2003;131;0;0;0
5;6;2003;127.5;0;0;0
6;6;2003;127.5;0;0;0
7;6;2003;128;0;0;0
8;6;2003;127;0;0;0
9;6;2003;126;0;0;0
10;6;2003;125;0;0;0
11;6;2003;123;0;0;0
12;6;2003;123;0;0;0
13;6;2003;122.5;0;0;0
14;6;2003;121.5;0;0;0
15;6;2003;122;0;0.016650178;0
16;6;2003;116;0;0.599406421;0
17;6;2003;121;0;0;0
18;6;2003;121;0;0;0
19;6;2003;122.5;0;0.765908182;0
20;6;2003;121.5;0.089999996;1.115561962;0
21;6;2003;121;0;0.732607901;0
22;6;2003;121;0;0;0
23;6;2003;121;0;0;0
24;6;2003;120.5;0;0;0
25;6;2003;120.5;0;0;0
26;6;2003;120;0;1.115561962;0
27;6;2003;120;0;2.231123924;0
28;6;2003;120;0;1.115561962;0
29;6;2003;120;0;0;0
30;6;2003;119;0;0;0
1;7;2003;119;0;0;0
2;7;2003;108;0;0;0
3;7;2003;116;0;0.045927878;0
4;7;2003;113;0;0.560320139;0
5;7;2003;109.5;0;0.615433514;0
6;7;2003;111;0;0.128598064;0
7;7;2003;113;0;0;0
8;7;2003;113;0;0;0
9;7;2003;113.5;0;0.036742304;0.072040595
10;7;2003;111.5;0;0.321495146;0
11;7;2003;110.5;0;0.027556729;0
12;7;2003;114;0;0;0
13;7;2003;113;0;0;0
14;7;2003;113.5;0;0;0
15;7;2003;115;0;0;0
16;7;2003;113;0;0;0
17;7;2003;113;0;0.055113457;0
18;7;2003;112;0;0.431722075;0
19;7;2003;112;0;0;0
20;7;2003;112;0;0.119412482;0
21;7;2003;111.5;0;0;0
22;7;2003;112.5;0.05582355;0;0
23;7;2003;112;0;0;0
24;7;2003;109;0;0.119412482;0
25;7;2003;108.5;0;1.460506558;0
26;7;2003;107;0;0.569505692;0
27;7;2003;110.5;0;0.146969214;0
28;7;2003;111.5;0;0;0
29;7;2003;111;0;0;0
30;7;2003;111.5;0;0;0
31;7;2003;112;0;0.192897096;0
1;8;2003;111;0;0.045927878;0
2;8;2003;111;0;0.248010546;0
3;8;2003;111;0;1.770852685;0
4;8;2003;111;0;0.282082707;0
5;8;2003;110;0;0.282082707;0
6;8;2003;110;0;0.282082707;0
7;8;2003;110;0;0.673864245;0
8;8;2003;110.5;0;0;0
9;8;2003;110;0;0.17238389;0
10;8;2003;110;0;0;0
11;8;2003;110;0;0;0
12;8;2003;110.5;0;0.188055128;0
13;8;2003;110;0;0;0
14;8;2003;107.5;0;0;0
15;8;2003;105.5;0;0.235068917;0
16;8;2003;105;0;3.13425231;0
17;8;2003;105;0;2.037264109;0
18;8;2003;105;0.062752068;0;0
19;8;2003;105;0;0;0
20;8;2003;105;0;3.08723855;0
21;8;2003;101;0;3.745431423;0
22;8;2003;100;0;0.235068917;0
23;8;2003;100;0;0.720878065;0
24;8;2003;100.5;0;0.564165413;0
25;8;2003;95.5;0;0;0
26;8;2003;96.5;3.435675859;0;0.269999981
27;8;2003;96;0;0;0
28;8;2003;96;0;0;0
29;8;2003;95.5;0;0;0
30;8;2003;101;0;0.376110286;0
31;8;2003;95.5;0;0.282082707;0
1;9;2003;95.5;0;0;0
2;9;2003;96;0;0.141041353;0
3;9;2003;91.5;0;0;0
4;9;2003;91;0;0.299255192;0
5;9;2003;91;0;0;0
6;9;2003;91;0;0.931016088;0.333101451
7;9;2003;90;0;0.099751726;0
8;9;2003;90;0;0;0
9;9;2003;92.5;0;0;0
10;9;2003;92;10.32773972;0.199503452;6.995130539
11;9;2003;91;12.39328766;9.975172043;22.53986549
12;9;2003;90;0;0;0.407124013
13;9;2003;90;0;0;0
14;9;2003;90;0;0.166252866;0
15;9;2003;90;0;0.232754022;0
16;9;2003;91.5;0;0;0
17;9;2003;91;0;0;0
18;9;2003;92;24.50306702;31.32204247;28.53569031
19;9;2003;92.5;0;0;0
20;9;2003;91;0;0;0
21;9;2003;91.5;0;0;0
22;9;2003;92.5;11.9072752;1.496275902;1.332405806
23;9;2003;91;12.79829597;16.49228477;4.626408577
24;9;2003;90;10.93525314;4.588579178;6.106860161
25;9;2003;91.5;0;0;0
26;9;2003;90.5;0;0;4.515375614
27;9;2003;91;0;0;0
28;9;2003;91;3.199573994;5.552845955;1.258383274
29;9;2003;94.5;11.34026241;0.532009184;3.664116144
30;9;2003;98;0;20.51560593;19.65298653
1;10;2003;104.5;1.174527168;15.86052513;10.43717861
2;10;2003;97;0;0;0
3;10;2003;97;0.67240262;1.865544677;2.106142282
4;10;2003;95.5;0;0;0.756051064
5;10;2003;100;8.517100334;10.64827633;16.20109367
6;10;2003;98.5;2.191534519;8.929460526;4.752321243
7;10;2003;101;17.50737381;6.078740597;13.79793167
8;10;2003;100.5;0.622595072;4.25511837;6.723453999
9;10;2003;95.5;13.44805336;12.9540062;15.44504356
10;10;2003;94;12.77565002;0;1.890127659
11;10;2003;97;0;0;0
12;10;2003;91.5;12.80055428;1.802660942;7.992539883
13;10;2003;92.5;0.54788363;0;1.485100389
14;10;2003;91;0;0;0
15;10;2003;90.5;0;0;0
16;10;2003;91.5;0;0;0
17;10;2003;91;0;0;0
18;10;2003;93;0;0;0
19;10;2003;92.5;4.9558568;9.327722549;8.478572845
20;10;2003;97;2.789226055;4.25511837;5.670383453
21;10;2003;95.5;14.46910954;7.608906269;1.809122086
22;10;2003;93.5;0.996152043;0;0
23;10;2003;101;0;0;0
24;10;2003;98.5;14.14535904;6.120662689;8.100547791
25;10;2003;94.5;20.42111778;78.47864532;28.72994232
26;10;2003;118.5;0;0;0
27;10;2003;101.5;15.11660862;4.988759518;10.90873718
28;10;2003;166.5;0;0;0
29;10;2003;156.5;26.09918594;39.32316589;39.58467484
30;10;2003;162.5;0;0;0
31;10;2003;113;8.517100334;7.839479446;9.612649918
1;11;2003;108;8.24315834;4.066467762;8.667585373
2;11;2003;145;12.80055428;0.796524704;2.268153191
3;11;2003;120.5;3.999896049;7.642398834;6.797825813
4;11;2003;101;0.942832589;0;0
5;11;2003;98.5;0;0;0
6;11;2003;96;0;0;0
7;11;2003;95;0;0.715458632;0
8;11;2003;93.5;0;0;0
9;11;2003;93;0;0;0
10;11;2003;93;0;0.747979462;0
11;11;2003;103;0;0;0
12;11;2003;94;5.856990814;75.61096191;6.179841518
13;11;2003;96.5;0;3.577292919;7.106817245
14;11;2003;103;15.08532238;7.642398834;12.29101849
15;11;2003;122.5;19.71377373;21.95157051;15.75859451
16;11;2003;106.5;0;0;0
17;11;2003;126;5.771278381;2.439063549;1.029973507
18;11;2003;115;47.85589981;35.08999634;61.18043137
19;11;2003;138;0;2.601667643;4.428886414
20;11;2003;122.5;6.228409767;0;0
21;11;2003;139.5;6.256980419;3.187042952;2.746596336
22;11;2003;137;0;3.024438858;0
23;11;2003;132;5.799849033;3.544772387;1.956949949
24;11;2003;120;0.714267135;0;0.102997363
25;11;2003;131;7.54266119;6.471648693;4.222891808
26;11;2003;108;3.142775536;0;9.063768387
27;11;2003;104;7.885509491;0.747979462;2.403271914
28;11;2003;106;0.914261937;0;0
29;11;2003;132.5;21.59943962;0;9.372759819
30;11;2003;130;4.228461742;1.040667057;7.07248497
1;12;2003;169.5;31.08490562;8.13021183;10.47139835
2;12;2003;238.5;9.056907654;3.642334938;8.960769653
3;12;2003;203.5;23.76577187;24.80202103;38.77022171
4;12;2003;177;4.374639511;6.163598061;9.171813011
5;12;2003;171.5;7.291065693;0;1.612626553
6;12;2003;160;0;0;6.954451561
7;12;2003;149.5;29.50555038;8.747140884;4.703493595
8;12;2003;148.5;7.353117943;11.03542423;2.41893959
9;12;2003;127.5;0;1.697757483;0
10;12;2003;257.5;0;0.479800999;2.486132622
11;12;2003;161.5;23.82782364;9.928190231;14.95039177
12;12;2003;170;18.67753792;1.365587473;12.46425819
13;12;2003;126;0;0;0
14;12;2003;118.5;0;0;0
15;12;2003;145.5;0;0;0
16;12;2003;141.5;15.20264626;63.6289978;22.40878868
17;12;2003;130.5;0;1.291772008;20.96414185
18;12;2003;122;4.746949196;5.27781105;10.44847488
19;12;2003;117;6.422342777;21.00052261;11.82592678
20;12;2003;116.5;0;10.18654442;9.608565331
21;12;2003;118;7.042859077;7.492277145;4.434722424
22;12;2003;126.5;3.009503841;0;0.739120483
23;12;2003;115;0;0;0
24;12;2003;129;0;0;0
25;12;2003;109.5;6.794653416;8.341156006;2.889288902
26;12;2003;119;0;4.687286854;0
27;12;2003;117.5;31.98761177;6.680307388;25.19728661
28;12;2003;106;0;0;0
29;12;2003;107.5;2.171806812;0;1.007891417
30;12;2003;137.5;1.241032481;5.646888733;0
31;12;2003;124.5;28.88502884;3.653869152;13.30416679
1;1;2004;130;7.94260788;3.65386939;0
2;1;2004;242;9.959285736;3.174068451;13.30416679
3;1;2004;307;5.298836708;5.199120045;6.699368
4;1;2004;299;49.57822037;25.03987885;45.29572678
5;1;2004;317.5;16.57853699;39.98734665;25.74757004
6;1;2004;295.5;1.573911667;14.6798687;8.449202538
7;1;2004;432;0;0.993949413;1.749834895
8;1;2004;355;41.02663422;27.67766953;40.29619598
9;1;2004;313.5;10.07303524;1.261551142;3.299688578
10;1;2004;223;0;9.710120201;0.049995288
11;1;2004;194.5;2.308403969;5.352035046;2.999716759
12;1;2004;238;0;2.867161751;1.799830198
13;1;2004;290.5;3.147823334;22.74614906;16.74842072
14;1;2004;332.5;0;0;8.349212646
15;1;2004;356;21.66751862;6.842959404;2.499764204
16;1;2004;380;17.15563583;37.04372787;28.94726944
17;1;2004;373.5;0.524637222;2.408415794;2.299782991
18;1;2004;353;7.817094326;3.708195686;15.44854259
19;1;2004;313;0;7.034103394;3.799641609
20;1;2004;358.5;16.94578362;0;13.44873142
21;1;2004;289.5;0.472173512;4.43454361;9.399112701
22;1;2004;260.5;1.941157818;11.81270599;2.999717236
23;1;2004;323;17.5753479;5.160891533;4.599565983
24;1;2004;323.5;45.85329437;69.42353821;30.89708328
25;1;2004;415;8.97129631;5.084433556;0.649938703
26;1;2004;488.5;38.66576385;45.45407104;64.19394684
27;1;2004;510;37.51156235;50.65319061;44.09584045
28;1;2004;511.5;3.252750874;3.440594196;6.599377632
29;1;2004;501;0;3.746424913;0.699934006
30;1;2004;493.5;0;0;0
31;1;2004;433;0;0;0
1;2;2004;458;39.55765152;26.98954773;43.54589081
2;2;2004;486;28.12055588;17.96754837;34.64672852
3;2;2004;526.5;14.44826126;15.15958118;17.70877075
4;2;2004;541.5;3.127158165;21.744524;8.303634644
5;2;2004;559;16.42747688;10.75382805;45.11923599
6;2;2004;563.5;14.64618301;23.21310806;37.74764252
7;2;2004;550.5;13.73574448;17.81250763;38.38312149
8;2;2004;603;0;1.184342265;6.736111164
9;2;2004;638.5;19.1587925;25.34492302;14.19243622
10;2;2004;662.5;55.93258667;9.806353569;63.20928955
11;2;2004;586;69.58916473;37.42521286;42.28075409
12;2;2004;571.5;6.293900013;0;0
13;2;2004;608.5;20.26715088;13.78574371;1.482791901
14;2;2004;587.5;13.65657616;17.05452728;30.67260742
15;2;2004;570.5;0;0;0
16;2;2004;469;76.67475128;25.91340828;25.29219055
17;2;2004;369;5.858473778;0;4.321279049
18;2;2004;339;0;0;0
19;2;2004;360;11.08359814;0;5.041491985
20;2;2004;392.5;0;4.026763439;0
21;2;2004;525.5;0;0;6.397187233
22;2;2004;592;35.66543579;40.55187988;30.29131889
23;2;2004;614.5;10.92526054;3.742521286;6.99030447
24;2;2004;578.5;41.20723343;36.28824615;59.90478897
25;2;2004;513;0;3.695147753;0
26;2;2004;450.5;0;0;0
27;2;2004;446;0.039584279;1.468584418;4.702568531
28;2;2004;393;0;0;0
29;2;2004;499.25;4.710529327;23.59209824;0
1;3;2004;356.5;0;0;0
2;3;2004;345.5;8.431450844;2.36868453;9.616963387
3;3;2004;335;0;0;0
4;3;2004;352.5;0;0;0
5;3;2004;379;8.94873333;14.03660011;8.679884911
6;3;2004;372.5;23.54571533;16.17133522;18.13918686
7;3;2004;373.5;3.402560234;3.743093491;1.239983559
8;3;2004;346.5;5.648250103;7.661644936;17.99747467
9;3;2004;310;0;0;0
10;3;2004;304.5;1.088819265;14.21205902;0
11;3;2004;260.5;12.38531876;12.07732582;10.59300232
12;3;2004;243.5;0;1.754575253;0
13;3;2004;230.5;0;0;0
14;3;2004;217;5.444096088;0;0
15;3;2004;297;0;0;0
16;3;2004;230;9.66327095;28.27790451;21.5757122
17;3;2004;242.5;0.544409633;1.579117417;0.991986871
18;3;2004;239;2.99425292;5.439182758;0
19;3;2004;271;11.02429485;0.614101291;4.109659672
20;3;2004;246.5;21.23197556;9.386976242;16.50949478
21;3;2004;243;0;0;0
22;3;2004;232;0;0;0
23;3;2004;223;0;0;0
24;3;2004;199;0;0;0
25;3;2004;196.5;0;0;0
26;3;2004;197;1.429075241;0;0
27;3;2004;184;0;0;0
28;3;2004;208;0;0;0.885702491
29;3;2004;175;0;1.549874544;5.668495655
30;3;2004;172.5;0;0;0
31;3;2004;164;0;0;0
1;4;2004;146.5;0;0;0
2;4;2004;228.5;0;0;0
3;4;2004;232.5;13.99524212;0;1.609943986
4;4;2004;152;34.21059418;20.68354225;44.02577209
5;4;2004;142;0;0;0
6;4;2004;142;4.983154774;6.316963196;4.334464073
7;4;2004;132.5;4.240983009;0;1.424181104
8;4;2004;147.5;0;0;1.640904307
9;4;2004;150.5;0;1.768749714;1.795706511
10;4;2004;143.5;0;0;0
11;4;2004;143;6.043400288;18.84259796;3.096045971
12;4;2004;182;2.085149765;0;2.105311155
13;4;2004;150.5;3.110054016;4.115050316;1.888588071
14;4;2004;135.5;0;0;0
15;4;2004;128.5;0;0.288775444;0
16;4;2004;131.5;0;0;0
17;4;2004;178;0;0;0
18;4;2004;134;0;5.017473221;27.80249405
19;4;2004;128;1.30763638;0;0.804971933
20;4;2004;128.5;0;0;0
21;4;2004;131;0;0;0
22;4;2004;146.5;0;0;1.300339341
23;4;2004;147;22.08845139;22.81326294;28.70034599
24;4;2004;165;2.403223515;3.609693289;1.857627511
25;4;2004;157;0.530122757;7.616452217;5.32519865
26;4;2004;210;8.022525787;4.909182549;0
27;4;2004;152;0;0;0
28;4;2004;143;0;0;0
29;4;2004;140;0;0;0
30;4;2004;139.5;0;0;0
1;5;2004;142.5;0;0;0
2;5;2004;137;6.326132774;7.219386578;4.984633923
3;5;2004;155;0;0;0
4;5;2004;147;0;0;0
5;5;2004;142.5;1.672076225;0;0
6;5;2004;135.5;10.00090981;7.890209198;0
7;5;2004;131.5;2.744729042;0;0
8;5;2004;131.5;0;0;0
9;5;2004;130.5;0;0;0
10;5;2004;130;0;0;0
11;5;2004;130;0;5.336531639;0
12;5;2004;130;0;1.997107029;8.819999695
13;5;2004;129;0;0;0
14;5;2004;137;3.060215235;0;0
15;5;2004;125;7.319277763;0;2.159999847
16;5;2004;118.5;0;0;0
17;5;2004;113;0;0.622049689;0
18;5;2004;108;0;0;0
19;5;2004;108;0;0;0
20;5;2004;106;0;0;0
21;5;2004;106;0;0;0
22;5;2004;110.5;0;0;0
23;5;2004;116;0;0;0.269999981
24;5;2004;119.5;1.924465299;0;2.069999695
25;5;2004;122.5;0;0;0
26;5;2004;122.5;0;0;0
27;5;2004;123;0;0;0
28;5;2004;122;0;0;0
29;5;2004;122;0;0;0
30;5;2004;123;0;0;0
31;5;2004;122.5;0;0;0
1;6;2004;122.5;0;1.113141537;0
2;6;2004;125.5;0;4.485305786;0
3;6;2004;126.5;0;0;0
4;6;2004;123.5;2.25;3.947410822;6.494045258
5;6;2004;123;0;0;0
6;6;2004;123;0;0;0
7;6;2004;121;0;0;0
8;6;2004;120.5;0;0;0
9;6;2004;121;0;1.246550798;0
10;6;2004;120;0;0;0
11;6;2004;120;0;0;0
12;6;2004;119;0;0;0
13;6;2004;118.5;0;0;0
14;6;2004;119;0;0;0
15;6;2004;119.5;0;0;0
16;6;2004;119;0;0;0
17;6;2004;118.5;0;0;0
18;6;2004;118;0;0;0
19;6;2004;118;0;0;0
20;6;2004;117.5;0;0.450143278;0
21;6;2004;117;0;0;0
22;6;2004;117;0;1.004165888;0
23;6;2004;117;0;0.554022551;0
24;6;2004;117;0;0;0
25;6;2004;117;0;0;0
26;6;2004;117;0;0;0
27;6;2004;117;0;0;0
28;6;2004;116.5;0;0;0
29;6;2004;117;0;0;0
30;6;2004;117;0;0;0
1;7;2004;117.5;0;0;0
2;7;2004;117;0;0;0
3;7;2004;116;0;0;0
4;7;2004;117;0;0;0
5;7;2004;115;0;0.739873767;0
6;7;2004;118;0;0;0
7;7;2004;117.5;0;0;0
8;7;2004;117.5;0;0;0
9;7;2004;121.5;0;0;0
10;7;2004;118.5;2.623665333;15.63939953;11.46884251
11;7;2004;111;10.17038727;11.25118446;20.64391899
12;7;2004;102.5;21.81474304;1.428721786;7.713111877
13;7;2004;99.5;7.605680943;1.122567177;7.057749271
14;7;2004;99.5;0;0;0
15;7;2004;100.5;0;0;0
16;7;2004;98.5;0.26531446;12.73093224;0
17;7;2004;97;0.560108304;0;0
18;7;2004;96.5;0;0;0
19;7;2004;96;0;0;0
20;7;2004;96;0;0.38269335;0
21;7;2004;96.5;0;0;0
22;7;2004;96.5;0;0;0
23;7;2004;96;0;0;0
24;7;2004;97.5;0;1.148079991;0
25;7;2004;95.5;0;2.602314711;0
